,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0097191,BP,GO:0097191,extrinsic apoptotic signaling pathway,26/269,230/18888,0.113043478,7.937417165,12.72355989,3.24E-16,2.55E-14,1.07E-14,BRCA1/THBS1/AR/GPX1/CASP8/IL1B/BID/FASLG/GSTP1/TLR4/TNF/RELA/AKT1/TGFBR1/SMAD3/CAV1/TGFB1/BAX/IFI27/DAB2IP/SERPINE1/IGF1/PMAIP1/SNAI2/FGFR1/MAL,26
GO:0061138,BP,GO:0061138,morphogenesis of a branching epithelium,24/269,189/18888,0.126984127,8.916268366,13.14684898,3.25E-16,2.55E-14,1.07E-14,CTNNB1/AR/MYC/HOXB13/VDR/VEGFA/MMP14/FGF2/NOTCH1/TNF/KRAS/HNF1B/IL10/ILK/FOXA1/WT1/KDR/SNAI2/NKX3-1/TP63/FGFR1/MED1/LGR4/ESR1,24
GO:2001242,BP,GO:2001242,regulation of intrinsic apoptotic signaling pathway,24/269,190/18888,0.126315789,8.869340638,13.10379294,3.67E-16,2.83E-14,1.19E-14,TP53/CTNNB1/FBXW7/MYC/GPX1/PTGS2/BID/PARP1/KDM1A/CD44/SOD2/HIF1A/AKT1/MMP9/CAV1/MMP2/IL10/BAX/SNAI1/PMAIP1/SNAI2/NKX3-1/MUC1/CLU,24
GO:0030879,BP,GO:0030879,mammary gland development,21/269,135/18888,0.155555556,10.92242875,13.90685577,3.73E-16,2.83E-14,1.19E-14,COX2/AR/BRCA2/GPX1/VDR/CCND1/FASN/NFKB1/VEGFA/NCOA1/FGF2/HIF1A/MAPK1/AKT1/CAV1/BAX/TGFA/GATA3/MED1/ESR1/CYP19A1,21
GO:0030856,BP,GO:0030856,regulation of epithelial cell differentiation,23/269,171/18888,0.134502924,9.444205309,13.33270203,3.81E-16,2.85E-14,1.19E-14,CTNNB1/ETV4/VDR/CCND1/IL1B/VEGFA/NCOA3/FGF2/NOTCH1/TNF/KRAS/EZH2/MMP9/ALOX15B/CAV1/MIR200C/SERPINE1/GATA3/TP63/STAT1/MED1/SFN/ROCK1,23
GO:0042060,BP,GO:0042060,wound healing,34/269,430/18888,0.079069767,5.551932221,11.47670313,4.59E-16,3.38E-14,1.42E-14,TIMP1/THBS1/PTEN/ERBB2/ALOX12/GPX1/IL6/PIK3CA/PPARG/CD44/VEGFA/FGF2/MAPK14/HIF1A/MTOR/TLR4/PRKCD/TNF/RHOA/TGFBR1/SMAD3/CAV1/TGFB1/PTK2/ILK/FN1/SERPINE1/KDR/IGF1/CD9/HRAS/THBD/CDKN1A/PLAU,34
GO:0071453,BP,GO:0071453,cellular response to oxygen levels,23/269,177/18888,0.129943503,9.124062756,13.05241451,8.25E-16,5.97E-14,2.50E-14,TP53/MYC/PTGS2/MAP3K7/PPARG/NPEPPS/VEGFA/MALAT1/NOTCH1/HIF1A/MTOR/FOS/AKT1/CAV1/TGFB1/VHL/TWIST1/AIFM1/BNIP3/MIR145/PMAIP1/NKX3-1/BNIP3L,23
GO:0060562,BP,GO:0060562,epithelial tube morphogenesis,30/269,335/18888,0.089552239,6.287965378,11.73771035,9.77E-16,6.96E-14,2.92E-14,CTNNB1/AR/CXCR2/MYC/VDR/CASP3/VEGFA/MMP14/FGF2/NOTCH1/HIF1A/TNF/RHOA/KRAS/HNF1B/LZTS2/SMAD3/TGFB1/ILK/FOXA1/BRD2/WT1/DLC1/KDR/TWIST1/NKX3-1/GATA3/MED1/LGR4/ESR1,30
GO:0009410,BP,GO:0009410,response to xenobiotic stimulus,34/269,444/18888,0.076576577,5.376871295,11.2177862,1.20E-15,8.39E-14,3.52E-14,SRD5A2/TP53/THBS1/CTNNB1/UGT2B17/MYC/GPX1/XRCC1/PTGS2/CCND1/CDK4/IL1B/CASP3/SOD2/GSTP1/CDH1/PCNA/FOS/TNF/RELA/DUSP6/MMP2/CYP1A1/IL10/EGFR/RB1/PCSK1/HSP90AA1/BRAF/NKX3-1/STAT1/CDKN1A/NAT1/FBP1,34
GO:0036294,BP,GO:0036294,cellular response to decreased oxygen levels,22/269,161/18888,0.136645963,9.59468009,13.16400392,1.22E-15,8.39E-14,3.52E-14,TP53/MYC/PTGS2/MAP3K7/PPARG/NPEPPS/VEGFA/MALAT1/NOTCH1/HIF1A/MTOR/FOS/AKT1/TGFB1/VHL/TWIST1/AIFM1/BNIP3/MIR145/PMAIP1/NKX3-1/BNIP3L,22
GO:0071478,BP,GO:0071478,cellular response to radiation,23/269,181/18888,0.127071823,8.92242601,12.8728545,1.36E-15,9.18E-14,3.85E-14,TP53/BRCA1/TIMP1/MYC/BRCA2/ERCC1/PARP1/KDM1A/MAPK14/PCNA/PRKCD/MMP9/MMP2/CHEK2/BAX/MC1R/SNAI2/MME/HRAS/GATA3/CDKN1A/CLOCK/MMP1,23
GO:0001503,BP,GO:0001503,ossification,34/269,446/18888,0.076233184,5.352759765,11.18169323,1.37E-15,9.18E-14,3.85E-14,CTNNB1/VDR/IL6/PTGS2/FASN/PPARG/SOX11/MMP14/FGF2/NOTCH1/MAPK14/HIF1A/MAPK1/TNF/RHOA/TWSG1/AKT1/SMAD3/MMP2/PTK2/ILK/MIR200C/EGFR/GIT1/SNAI1/IGF1/TWIST1/SNAI2/SOX2/TP63/TFAP2A/LGR4/IGF2/ID4,34
GO:0034599,BP,GO:0034599,cellular response to oxidative stress,26/269,248/18888,0.10483871,7.361314306,12.12074166,2.04E-15,1.35E-13,5.66E-14,TP53/ETV5/GPX1/IL6/PARP1/SOD2/MYB/HIF1A/HDAC6/PCNA/MAPK1/PRKCD/FOS/RELA/EZH2/AKT1/MMP9/MMP2/CBX8/EGFR/TXN/SPHK1/AIFM1/BNIP3/PAWR/CAMKK2,26
GO:0001763,BP,GO:0001763,morphogenesis of a branching structure,24/269,206/18888,0.116504854,8.180459812,12.45528405,2.36E-15,1.54E-13,6.44E-14,CTNNB1/AR/MYC/HOXB13/VDR/VEGFA/MMP14/FGF2/NOTCH1/TNF/KRAS/HNF1B/IL10/ILK/FOXA1/WT1/KDR/SNAI2/NKX3-1/TP63/FGFR1/MED1/LGR4/ESR1,24
GO:1901653,BP,GO:1901653,cellular response to peptide,31/269,376/18888,0.082446809,5.789053231,11.2744761,3.15E-15,2.02E-13,8.48E-14,TP53/MAP3K7/PIK3CA/IL1B/NFKB1/PPARG/PARP1/IGF1R/NCOA1/STAT3/MTOR/TLR4/MAPK1/PRKCD/FOS/TNF/RELA/AKT1/CAV1/PTK2/RB1/VIM/IRS1/IGF1/MIR145/HRAS/STAT1/CRHR2/FBP1/ROCK1/IGF2,31
GO:0051896,BP,GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,26/269,253/18888,0.102766798,7.215833786,11.96394503,3.32E-15,2.10E-13,8.80E-14,THBS1/PTEN/GPX1/PIK3CA/IGF1R/FGF2/MTOR/TNF/TGFBR1/TGFB1/PTK2/EGFR/FN1/TXN/DAB2IP/KDR/IRS1/IGF1/TWIST1/MIR145/NKX3-1/AKR1C3/GATA3/FGFR1/MST1R/IGF2,26
GO:0031667,BP,GO:0031667,response to nutrient levels,35/269,490/18888,0.071428571,5.015400956,10.82483051,3.67E-15,2.29E-13,9.61E-14,SRD5A2/TP53/GPX1/VDR/ERCC1/PTGS2/PPARG/SOD2/IGF1R/NCOA1/MAPK14/MTOR/MAPK1/FOS/TNF/RELA/AKT1/CYP1A1/EGFR/A2M/BAX/HSPA5/PCSK1/BNIP3/PMAIP1/SNAI2/SOX2/PIM1/AKR1C3/STAT1/CDKN1A/MED1/UCN/NPRL2/FBP1,35
GO:0034614,BP,GO:0034614,cellular response to reactive oxygen species,21/269,151/18888,0.139072848,9.765085305,12.9979256,3.84E-15,2.37E-13,9.92E-14,IL6/SOD2/MYB/HDAC6/PCNA/MAPK1/PRKCD/FOS/RELA/EZH2/AKT1/MMP9/MMP2/CBX8/EGFR/TXN/SPHK1/AIFM1/BNIP3/PAWR/CAMKK2,21
GO:0043405,BP,GO:0043405,regulation of MAP kinase activity,20/269,134/18888,0.149253731,10.4799423,13.23703116,4.39E-15,2.65E-13,1.11E-13,THBS1/ERBB2/MAP3K7/IL1B/PPARG/VEGFA/GSTP1/FGF2/TENM1/TLR4/PRKCD/TNF/EZH2/CDK12/EGFR/DAB2IP/HRAS/FGFR1/MST1R/MAP2K7,20
GO:0051897,BP,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,22/269,171/18888,0.128654971,9.033587687,12.68437075,4.42E-15,2.65E-13,1.11E-13,THBS1/GPX1/PIK3CA/IGF1R/FGF2/MTOR/TNF/TGFBR1/TGFB1/PTK2/EGFR/FN1/TXN/KDR/IRS1/IGF1/NKX3-1/AKR1C3/GATA3/FGFR1/MST1R/IGF2,22
GO:0045860,BP,GO:0045860,positive regulation of protein kinase activity,26/269,257/18888,0.101167315,7.103525089,11.84155311,4.85E-15,2.87E-13,1.20E-13,THBS1/ERBB2/FBXW7/CCND1/MAP3K7/IL1B/VEGFA/FGF2/TENM1/TLR4/PRKCD/TNF/RHOA/EZH2/AKT1/PTK2/EGFR/TXN/DAB2IP/IGF1/HSP90AA1/HRAS/FGFR1/CDKN1A/MST1R/MAP2K7,26
GO:0071456,BP,GO:0071456,cellular response to hypoxia,21/269,154/18888,0.136363636,9.57485637,12.84255431,5.76E-15,3.36E-13,1.41E-13,TP53/MYC/PTGS2/MAP3K7/PPARG/NPEPPS/VEGFA/MALAT1/NOTCH1/HIF1A/MTOR/FOS/TGFB1/VHL/TWIST1/AIFM1/BNIP3/MIR145/PMAIP1/NKX3-1/BNIP3L,21
GO:0009612,BP,GO:0009612,response to mechanical stimulus,24/269,216/18888,0.111111111,7.80173482,12.08455344,6.94E-15,4.00E-13,1.68E-13,THBS1/CTNNB1/ETV1/PTGS2/PIK3CA/CASP8/IL1B/NFKB1/MMP14/IGF1R/FGF2/MAPK14/TLR4/FOS/TNF/RELA/MMP2/PTK2/EGFR/BNIP3/STAT1/NFKBIA/UCN/MYD88,24
GO:0010212,BP,GO:0010212,response to ionizing radiation,20/269,138/18888,0.144927536,10.17617585,13.00409367,7.86E-15,4.48E-13,1.88E-13,TP53/BRCA1/MYC/BRCA2/GPX1/ERCC1/CASP3/PARP1/KDM1A/SOD2/MAPK14/CHEK2/BAX/SNAI2/HRAS/THBD/GATA3/MSH2/CDKN1A/CLOCK,20
GO:0043410,BP,GO:0043410,positive regulation of MAPK cascade,34/269,475/18888,0.071578947,5.025959695,10.68152854,8.83E-15,4.97E-13,2.08E-13,THBS1/CTNNB1/ERBB2/AR/FBXW7/IL6/MAP3K7/IL1B/CD44/VEGFA/IGF1R/FGF2/NOTCH1/TENM1/TLR4/TNF/EZH2/TGFB1/FGFR4/EGFR/TGFA/DAB2IP/KDR/IGF1/SPHK1/BRAF/SOX2/HRAS/FGFR1/MST1R/MAP2K7/ROCK1/IGF2/MYD88,34
GO:0007548,BP,GO:0007548,sex differentiation,27/269,288/18888,0.09375,6.582713755,11.47531423,9.35E-15,5.20E-13,2.18E-13,SRD5A2/CTNNB1/AR/BRCA2/ERCC1/CASP3/VEGFA/MMP14/NCOA1/NOTCH1/TGFBR1/MMP2/A2M/WT1/BAX/KDR/SGPL1/NKX3-1/AKR1C3/GATA3/TP63/MSH2/ZFX/LGR4/ESR1/CYP17A1/CYP19A1,27
GO:0071216,BP,GO:0071216,cellular response to biotic stimulus,26/269,265/18888,0.098113208,6.889079049,11.60446047,1.01E-14,5.56E-13,2.33E-13,TP53/IL6/CDK4/EDNRB/IL1B/NFKB1/GSTP1/NOTCH1/MAPK14/TLR4/MAPK1/TNF/RELA/RHOA/AKT1/MMP9/IL10/GIT1/DAB2IP/HSPA5/SERPINE1/VIM/CD274/NFKBIA/MAP2K7/MYD88,26
GO:1903706,BP,GO:1903706,regulation of hemopoiesis,32/269,424/18888,0.075471698,5.299291576,10.76208422,1.32E-14,7.19E-13,3.01E-13,CTNNB1/ERBB2/FBXW7/MYC/CASP8/MMP14/ARID1A/MYB/MAPK14/HIF1A/STAT3/SMARCA4/SMARCA2/MTOR/TLR4/FOS/TNF/RHOA/TGFB1/IL10/BRD2/BRD4/RB1/MEAF6/SMARCE1/MIR145/BRAF/SNAI2/GATA3/STAT1/NFKBIA/MED1,32
GO:0050727,BP,GO:0050727,regulation of inflammatory response,32/269,425/18888,0.075294118,5.286822655,10.74380956,1.42E-14,7.58E-13,3.18E-13,GPX1/IL6/PTGS2/EDNRB/IL1B/NFKB1/PPARG/GSTP1/MAPK14/STAT3/BAP1/TLR4/PRKCD/TNF/RELA/MMP9/SMAD3/TGFB1/IL10/BRD4/GIT1/RB1/SERPINE1/IGF1/SPHK1/MIR145/GATA3/NFKBIA/ESR1/MYD88/CYP19A1/CLOCK,32
GO:0048762,BP,GO:0048762,mesenchymal cell differentiation,26/269,269/18888,0.096654275,6.786639212,11.48957128,1.45E-14,7.68E-13,3.22E-13,PTEN/CTNNB1/IL6/EDNRB/IL1B/NOTCH1/HIF1A/MTOR/MAPK1/EZH2/TGFBR1/SMAD3/TGFB1/PTK2/FOXA1/FN1/DAB2IP/SNAI1/IGF1/TWIST1/MIR145/SNAI2/GATA3/STAT1/FGFR1/ROCK1,26
GO:1903131,BP,GO:1903131,mononuclear cell differentiation,34/269,484/18888,0.070247934,4.932501767,10.53452478,1.53E-14,8.01E-13,3.36E-13,TP53/CTNNB1/ERBB2/MYC/IL6/FASN/IL1B/PPARG/VEGFA/MMP14/ARID1A/MYB/STAT3/SMARCA4/SMARCA2/MTOR/FOS/RHOA/BMI1/EZH2/TGFB1/IL10/BRD2/BRD4/HHEX/BAX/SMARCE1/BRAF/GATA3/CD8A/MSH2/KLF6/MED1/IFNA1,34
GO:0071902,BP,GO:0071902,positive regulation of protein serine/threonine kinase activity,19/269,127/18888,0.149606299,10.50469807,12.91789197,2.07E-14,1.07E-12,4.50E-13,THBS1/ERBB2/CCND1/MAP3K7/IL1B/VEGFA/FGF2/TENM1/TLR4/TNF/RHOA/EZH2/AKT1/EGFR/DAB2IP/HRAS/FGFR1/MST1R/MAP2K7,19
GO:0050867,BP,GO:0050867,positive regulation of cell activation,30/269,380/18888,0.078947368,5.543337899,10.75391364,2.88E-14,1.47E-12,6.17E-13,THBS1/IL6/PIK3CA/IL1B/MMP14/ARID1A/MYB/SMARCA4/SMARCA2/MTOR/TLR4/TNF/RHOA/BMI1/AKT1/CAV1/TGFB1/IL10/BRD2/BRD4/IGF1/SMARCE1/MIR145/GATA3/CD274/MLH1/MSH2/CDKN1A/IGF2/MYD88,30
GO:0001837,BP,GO:0001837,epithelial to mesenchymal transition,22/269,187/18888,0.117647059,8.260660398,11.99344551,2.93E-14,1.48E-12,6.22E-13,PTEN/CTNNB1/IL6/IL1B/NOTCH1/HIF1A/MTOR/EZH2/TGFBR1/SMAD3/TGFB1/PTK2/FOXA1/DAB2IP/SNAI1/IGF1/TWIST1/MIR145/SNAI2/GATA3/FGFR1/ROCK1,22
GO:0043406,BP,GO:0043406,positive regulation of MAP kinase activity,16/269,82/18888,0.195121951,13.70060749,13.85360048,3.30E-14,1.65E-12,6.93E-13,THBS1/ERBB2/MAP3K7/IL1B/VEGFA/FGF2/TENM1/TLR4/TNF/EZH2/EGFR/DAB2IP/HRAS/FGFR1/MST1R/MAP2K7,16
GO:0001890,BP,GO:0001890,placenta development,20/269,150/18888,0.133333333,9.362081784,12.35884476,4.04E-14,2.00E-12,8.39E-13,VDR/PTGS2/CASP8/PPARG/PARP1/NCOA1/MAPK14/HIF1A/MAPK1/AKT1/PTK2/IL10/BSG/EGFR/SNAI1/PLAC1/MME/MED1/CTSB/IGF2,20
GO:0018105,BP,GO:0018105,peptidyl-serine phosphorylation,26/269,282/18888,0.092198582,6.473779957,11.13178565,4.46E-14,2.18E-12,9.15E-13,PTEN/AURKA/IL6/PTGS2/CD44/VEGFA/MAPK14/TENM1/CDK2/MTOR/HDAC6/SRPK1/MAPK1/PRKCD/TNF/LMTK2/AKT1/TGFBR1/CAV1/EGFR/TXN/BAX/BRAF/UCN/ROCK1/IFNA1,26
GO:0002696,BP,GO:0002696,positive regulation of leukocyte activation,29/269,362/18888,0.080110497,5.625007702,10.67960942,5.46E-14,2.65E-12,1.11E-12,THBS1/IL6/PIK3CA/IL1B/MMP14/ARID1A/SMARCA4/SMARCA2/MTOR/TLR4/TNF/RHOA/BMI1/AKT1/CAV1/TGFB1/IL10/BRD2/BRD4/IGF1/SMARCE1/MIR145/GATA3/CD274/MLH1/MSH2/CDKN1A/IGF2/MYD88,29
GO:0060485,BP,GO:0060485,mesenchyme development,28/269,336/18888,0.083333333,5.851301115,10.78479655,5.72E-14,2.74E-12,1.15E-12,PTEN/CTNNB1/MYC/IL6/EDNRB/IL1B/NOTCH1/HIF1A/MTOR/MAPK1/EZH2/TGFBR1/SMAD3/TGFB1/PTK2/FOXA1/FN1/WT1/DAB2IP/SNAI1/IGF1/TWIST1/MIR145/SNAI2/GATA3/STAT1/FGFR1/ROCK1,28
GO:0044843,BP,GO:0044843,cell cycle G1/S phase transition,25/269,262/18888,0.095419847,6.699963109,11.16714989,6.41E-14,3.04E-12,1.28E-12,TP53/PTEN/RBL2/FBXW7/MYC/CCND1/CDK4/BID/ARID1A/SMARCA4/SMARCA2/CDK2/EZH2/AKT1/CYP1A1/CHEK2/EGFR/CUL3/RB1/SMARCE1/SOX2/MUC1/CDKN1A/CDKN2A/ID4,25
GO:0042542,BP,GO:0042542,response to hydrogen peroxide,17/269,101/18888,0.168316832,11.81846958,13.10319643,6.75E-14,3.17E-12,1.33E-12,GPX1/IL6/CASP3/SOD2/MYB/HDAC6/PCNA/PRKCD/RELA/EZH2/MMP2/CBX8/TXN/SPHK1/AIFM1/BNIP3/STAT1,17
GO:0031960,BP,GO:0031960,response to corticosteroid,20/269,156/18888,0.128205128,9.002001716,12.06280532,8.65E-14,4.02E-12,1.69E-12,HSD3B1/IL6/PTGS2/PIK3CA/CASP3/PARP1/IGF1R/HDAC6/PCNA/FOS/TNF/IL10/EGFR/A2M/HSD3B2/PCSK1/AIFM1/AKR1C3/CDKN1A/UCN,20
GO:1901987,BP,GO:1901987,regulation of cell cycle phase transition,32/269,455/18888,0.07032967,4.938240941,10.22090669,9.36E-14,4.31E-12,1.81E-12,TP53/BRCA1/PTEN/RBL2/AURKA/FBXW7/BRCA2/CCND1/CDK4/BID/ARID1A/XRCC3/MAPK14/SMARCA4/SMARCA2/CDK2/EZH2/AKT1/CYP1A1/CHEK2/EGFR/CUL3/BRD4/RB1/SMARCE1/SOX2/MUC1/MSH2/NBN/CDKN1A/CDKN2A/CLOCK,32
GO:0045785,BP,GO:0045785,positive regulation of cell adhesion,33/269,485/18888,0.068041237,4.777557199,10.1301776,9.48E-14,4.32E-12,1.81E-12,ERBB2/IL6/PIK3CA/IL1B/CD44/VEGFA/ARID1A/SMARCA4/SMARCA2/MTOR/TNF/RELA/RHOA/BMI1/AKT1/SMAD3/CAV1/IL10/ILK/FOXA1/BRD2/BRD4/FN1/OLFM4/KDR/IGF1/SMARCE1/BRAF/SOX2/GATA3/CD274/ROCK1/IGF2,33
GO:0001701,BP,GO:0001701,in utero embryonic development,30/269,401/18888,0.074812968,5.253038408,10.34707804,1.18E-13,5.32E-12,2.23E-12,TP53/CTNNB1/AR/YBX1/BRCA2/CASP8/VEGFA/NCOA1/NOTCH1/HIF1A/BAP1/MAPK1/BMI1/HNF1B/AKT1/TGFBR1/SMAD3/IL10/EGFR/CUL3/SNAI1/IGF1/TWIST1/GATA3/MSH2/NBN/FGFR1/CDKN1A/MED1/IGF2,30
GO:0018209,BP,GO:0018209,peptidyl-serine modification,26/269,294/18888,0.088435374,6.209544041,10.82097565,1.19E-13,5.32E-12,2.23E-12,PTEN/AURKA/IL6/PTGS2/CD44/VEGFA/MAPK14/TENM1/CDK2/MTOR/HDAC6/SRPK1/MAPK1/PRKCD/TNF/LMTK2/AKT1/TGFBR1/CAV1/EGFR/TXN/BAX/BRAF/UCN/ROCK1/IFNA1,26
GO:0010631,BP,GO:0010631,epithelial cell migration,29/269,375/18888,0.077333333,5.430007435,10.4150448,1.35E-13,5.95E-12,2.50E-12,THBS1/PTEN/FBXW7/GPX1/PTGS2/PIK3CA/PPARG/VEGFA/ID1/FGF2/NOTCH1/HIF1A/MTOR/HDAC6/TNF/RHOA/AKT1/MMP9/TGFBR1/TGFB1/PTK2/MIR200C/DAB2IP/SNAI1/KDR/SNAI2/GATA3/FGFR1/ROCK1,29
GO:0043281,BP,GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,20/269,160/18888,0.125,8.776951673,11.8741668,1.41E-13,6.18E-12,2.59E-12,THBS1/MYC/GPX1/CASP8/PPARG/BID/FASLG/CD44/VEGFA/TNF/AKT1/MMP9/SMAD3/DLC1/BAX/AIFM1/PMAIP1/SOX2/NKX3-1/SFN,20
GO:0045786,BP,GO:0045786,negative regulation of cell cycle,30/269,405/18888,0.074074074,5.201156547,10.27281812,1.53E-13,6.59E-12,2.77E-12,TP53/BRCA1/PTEN/CTNNB1/RBL2/BRCA2/PTGS2/CCND1/CASP3/XRCC3/MAPK14/CDK2/TNF/EZH2/ALOX15B/TGFB1/IL10/CHEK2/EGFR/HHEX/RB1/DAB2IP/SOX2/GATA3/MUC1/MSH2/NBN/CDKN1A/CDKN2A/CLOCK,30
GO:0034644,BP,GO:0034644,cellular response to UV,16/269,90/18888,0.177777778,12.48277571,13.12477202,1.53E-13,6.59E-12,2.77E-12,TP53/TIMP1/MYC/ERCC1/PARP1/KDM1A/MAPK14/PCNA/PRKCD/MMP9/MMP2/BAX/MC1R/MME/CDKN1A/MMP1,16
GO:0071222,BP,GO:0071222,cellular response to lipopolysaccharide,23/269,225/18888,0.102222222,7.177596035,11.20468085,1.56E-13,6.65E-12,2.79E-12,IL6/CDK4/EDNRB/IL1B/NFKB1/GSTP1/MAPK14/TLR4/MAPK1/TNF/RELA/RHOA/AKT1/MMP9/IL10/GIT1/DAB2IP/SERPINE1/VIM/CD274/NFKBIA/MAP2K7/MYD88,23
GO:0090132,BP,GO:0090132,epithelium migration,29/269,378/18888,0.076719577,5.386912138,10.35573864,1.65E-13,6.95E-12,2.91E-12,THBS1/PTEN/FBXW7/GPX1/PTGS2/PIK3CA/PPARG/VEGFA/ID1/FGF2/NOTCH1/HIF1A/MTOR/HDAC6/TNF/RHOA/AKT1/MMP9/TGFBR1/TGFB1/PTK2/MIR200C/DAB2IP/SNAI1/KDR/SNAI2/GATA3/FGFR1/ROCK1,29
GO:0001889,BP,GO:0001889,liver development,19/269,143/18888,0.132867133,9.329347233,12.01754391,1.90E-13,7.95E-12,3.33E-12,AURKA/FBXW7/IL6/CCND1/PIK3CA/SOD2/NOTCH1/PCNA/TNF/RELA/EZH2/HNF1B/SMAD3/CYP1A1/IL10/EGFR/CUL3/TGFA/MED1,19
GO:0090130,BP,GO:0090130,tissue migration,29/269,383/18888,0.075718016,5.316586914,10.25828561,2.30E-13,9.52E-12,3.99E-12,THBS1/PTEN/FBXW7/GPX1/PTGS2/PIK3CA/PPARG/VEGFA/ID1/FGF2/NOTCH1/HIF1A/MTOR/HDAC6/TNF/RHOA/AKT1/MMP9/TGFBR1/TGFB1/PTK2/MIR200C/DAB2IP/SNAI1/KDR/SNAI2/GATA3/FGFR1/ROCK1,29
GO:0061008,BP,GO:0061008,hepaticobiliary system development,19/269,146/18888,0.130136986,9.137648317,11.86442875,2.79E-13,1.15E-11,4.80E-12,AURKA/FBXW7/IL6/CCND1/PIK3CA/SOD2/NOTCH1/PCNA/TNF/RELA/EZH2/HNF1B/SMAD3/CYP1A1/IL10/EGFR/CUL3/TGFA/MED1,19
GO:0008406,BP,GO:0008406,gonad development,23/269,233/18888,0.098712446,6.931154969,10.9496203,3.28E-13,1.34E-11,5.60E-12,SRD5A2/AR/BRCA2/ERCC1/CASP3/VEGFA/MMP14/NCOA1/NOTCH1/TGFBR1/MMP2/A2M/WT1/BAX/KDR/SGPL1/NKX3-1/AKR1C3/GATA3/MSH2/ZFX/ESR1/CYP19A1,23
GO:0001649,BP,GO:0001649,osteoblast differentiation,24/269,257/18888,0.093385214,6.557100082,10.78142463,3.34E-13,1.35E-11,5.64E-12,CTNNB1/IL6/FASN/PPARG/SOX11/FGF2/NOTCH1/MAPK14/TNF/TWSG1/AKT1/SMAD3/PTK2/ILK/MIR200C/SNAI1/IGF1/TWIST1/SNAI2/SOX2/TP63/LGR4/IGF2/ID4,24
GO:0000082,BP,GO:0000082,G1/S transition of mitotic cell cycle,23/269,234/18888,0.098290598,6.901534649,10.91858496,3.60E-13,1.44E-11,6.02E-12,TP53/PTEN/RBL2/MYC/CCND1/CDK4/BID/ARID1A/SMARCA4/SMARCA2/CDK2/EZH2/AKT1/CYP1A1/CHEK2/EGFR/CUL3/RB1/SMARCE1/MUC1/CDKN1A/CDKN2A/ID4,23
GO:1901342,BP,GO:1901342,regulation of vasculature development,28/269,362/18888,0.077348066,5.431041919,10.23172286,3.62E-13,1.44E-11,6.02E-12,BRCA1/THBS1/CTNNB1/ERBB2/CXCR2/KLK3/IL6/IL1B/PPARG/FASLG/VEGFA/FGF2/HIF1A/STAT3/TNF/RELA/TGFBR1/TGFB1/IL10/HHEX/DAB2IP/SERPINE1/KDR/SPHK1/TWIST1/MIR145/STAT1/ROCK1,28
GO:0043086,BP,GO:0043086,negative regulation of catalytic activity,31/269,449/18888,0.069042316,4.847848585,9.918635178,3.83E-13,1.51E-11,6.31E-12,TP53/TIMP1/THBS1/PTEN/GPX1/XRCC1/EDNRB/IL1B/NFKB1/PPARG/CD44/VEGFA/GSTP1/NOTCH1/HDAC6/PRKCD/TNF/AKT1/MMP9/CAV1/HHEX/RB1/DAB2IP/SERPINE1/HRAS/MIR130B/CDKN1A/SFN/NPRL2/CDKN2A/ROCK1,31
GO:0014013,BP,GO:0014013,regulation of gliogenesis,17/269,112/18888,0.151785714,10.65772703,12.32145098,3.94E-13,1.54E-11,6.44E-12,TP53/CTNNB1/ETV5/IL6/IL1B/SOX11/MYB/NOTCH1/MTOR/TNF/RELA/KRAS/EZH2/TGFB1/EGFR/RB1/ID4,17
GO:0010821,BP,GO:0010821,regulation of mitochondrion organization,19/269,149/18888,0.127516779,8.953668821,11.71566342,4.06E-13,1.57E-11,6.57E-12,TP53/AURKA/FBXW7/GPX1/PPARG/BID/HIF1A/HDAC6/SQSTM1/AKT1/MMP9/BAX/KDR/IGF1/BNIP3/PMAIP1/BNIP3L/CLU/CAMKK2,19
GO:0007249,BP,GO:0007249,canonical NF-kappaB signal transduction,26/269,311/18888,0.083601286,5.870115588,10.40905078,4.42E-13,1.68E-11,7.03E-12,MAP3K7/EDNRB/CASP8/IL1B/NFKB1/FASLG/PARP1/VEGFA/GSTP1/TLR4/SQSTM1/TNF/RELA/RHOA/AKT1/CAV1/TGFB1/ILK/BRD4/DAB2IP/STAT1/NFKBIA/PER1/ROCK1/ESR1/MYD88,26
GO:0071375,BP,GO:0071375,cellular response to peptide hormone stimulus,26/269,311/18888,0.083601286,5.870115588,10.40905078,4.42E-13,1.68E-11,7.03E-12,MAP3K7/PIK3CA/IL1B/NFKB1/PPARG/PARP1/IGF1R/NCOA1/STAT3/MTOR/MAPK1/PRKCD/FOS/RELA/AKT1/CAV1/PTK2/RB1/IRS1/MIR145/HRAS/STAT1/CRHR2/FBP1/ROCK1/IGF2,26
